User,Brand,Variety,Type,Date,Strength,Taste,Price,Rating
burnoutfool,Lucky Strike,Classic,Unfiltered,2011-09-10,Strong,Very Pleasant,Very High,5
ccastanier,Winston,Full Flavor,Regular,2011-09-10,Strong,Very Pleasant,High,5
RainMan100,Winston,Full Flavor,Regular,2011-09-10,Medium,Pleasant,High,4
Duke,Virginia Slims,Menthol,100s,2011-09-10,Strong,Very Pleasant,High,4
burnoutfool,American Spirit,Full Flavor,Unfiltered,2011-09-10,Very Strong,Tolerable,High,3
Glentzer1,Newport,Full Flavor,Regular,2011-09-11,Very Strong,Pleasant,Fair,3
Glentzer1,Virginia Slims,Luxury Lights,120s,2011-09-11,Very Weak,Tolerable,High,3
Glentzer1,Maverick,Full Flavor,100s,2011-09-11,Strong,Tolerable,Fair,3
knmsmoke,Newport,Non-Menthol,100s,2011-09-11,Strong,Pleasant,Fair,4
RainMan100,Camel,Crush,Regular,2011-09-11,Strong,Pleasant,Fair,5
Glentzer1,Pall Mall,Lights (Blue),100s,2011-09-11,Very Weak,Pleasant,Fair,4
Glentzer1,Newport,Full Flavor,100s,2011-09-11,Medium,Pleasant,Fair,5
knmsmoke,Marlboro,Reds,100s,2011-09-11,Strong,Very Pleasant,High,5
Glentzer1,Marlboro,Reds,Regular,2011-09-11,Medium,Very Pleasant,High,4
kjk,305's,Full Flavor,Regular,2011-09-13,Strong,Very Poor,Very Low,2
comradesaladin,Camel,Menthol (Cool Burst Green),Regular,2011-09-14,Medium,Tolerable,High,2
blablah,Camel,Crush,Regular,2011-09-14,Medium,Pleasant,High,4
precious,Camel,Turkish Silver,Regular,2011-09-15,Medium,Pleasant,Fair,4
jessey,Pall Mall,Menthol,Regular,2011-09-16,Very Strong,Very Pleasant,Fair,5
smoke_clouds,Maverick,Full Flavor,Regular,2011-09-17,Medium,Tolerable,Low,3
smoke_clouds,Maverick,Full Flavor,Regular,2011-09-17,Medium,Tolerable,Low,4
john,Marlboro,Menthol,Regular,2011-09-17,Strong,Tolerable,High,5
whoopingcrane1,305's,Full Flavor,100s,2011-09-17,Medium,Very Pleasant,Fair,5
RainMan100,Camel,Turkish Silver,Regular,2011-09-17,Weak,Pleasant,High,4
DT83,Lucky Strike,Classic,Unfiltered,2011-09-18,Very Strong,Very Pleasant,Very High,5
DT83,Marlboro,Skyline Menthol,Regular,2011-09-18,Very Weak,Very Poor,Fair,1
chinarman,Marlboro,Special Blend (Black),Regular,2011-09-18,Medium,Very Pleasant,Fair,5
DT83,American Spirit,Organic,Regular,2011-09-18,Medium,Tolerable,Very High,2
DT83,Benson and Hedges,Full Flavor,100s,2011-09-18,Medium,Tolerable,Very High,2
deejayunknown123,Marlboro,Full Flavor,Regular,2011-09-19,Strong,Very Pleasant,Very High,4
deejayunknown123,Pall Mall,Lights (Blue),Regular,2011-09-19,Weak,Poor,Low,3
deejayunknown123,Winston,Full Flavor,Regular,2011-09-19,Strong,Pleasant,Fair,4
deejayunknown123,Camel,Filters Full Flavor,Regular,2011-09-19,Strong,Pleasant,High,4
Camel41,Lucky Strike,Classic,Unfiltered,2011-09-20,Strong,Very Pleasant,Very High,5
from TN,Benson and Hedges,Menthol,100s,2011-09-20,Strong,Very Pleasant,High,5
dbeechboard,Marlboro,Lights,Regular,2011-09-22,Weak,Very Pleasant,High,5
jainaa,Camel,Reds,Regular,2011-09-24,Strong,Pleasant,High,4
jainaa,Marlboro,Full Flavor,Regular,2011-09-24,Strong,Poor,Very High,3
vaughnk,Camel,Crush (Bold),Regular,2011-09-24,Strong,Pleasant,Fair,4
daemon,Marlboro,Special Blend (Black),Regular,2011-09-25,Strong,Very Pleasant,Fair,5
daemon,Camel,Crush (Bold),Regular,2011-09-25,Strong,Pleasant,Low,4
musicinpink,Winston,Lights,Regular,2011-09-28,Strong,Tolerable,Very High,1
Onathar,Marlboro,Special Blend (Black),Regular,2011-09-29,Very Strong,Very Pleasant,Low,5
Luckylover,Marlboro,Black Menthol,Regular,2011-10-02,Medium,Very Pleasant,Low,5
kathyking,Pall Mall,Menthol,100s,2011-10-02,Medium,Pleasant,Fair,4
Classactpuffer,Parliament,Full Flavor,Regular,2011-10-02,Strong,Very Pleasant,Very High,5
RainMan100,Camel,Wides Filters,Regular,2011-10-05,Medium,Very Pleasant,High,5
RainMan100,Basic,Full Flavor,Regular,2011-10-05,Strong,Tolerable,Fair,3
Racortle,Marlboro,Blend No. 27,Regular,2011-10-06,Medium,Pleasant,Fair,5
roe_32,Pyramid,Full Flavor,Regular,2011-10-06,Very Weak,Tolerable,Fair,2
kid,Marlboro,Blend No. 27,Regular,2011-10-07,Medium,Very Pleasant,Low,5
Marlborosmokes,Marlboro,Special Blend (Black),Regular,2011-10-08,Strong,Very Pleasant,Low,5
marietta,Pall Mall,Ultra Lights (Orange),100s,2011-10-08,Medium,Very Pleasant,Low,5
Smoothdraw,Marlboro,Special Blend (Black),Regular,2011-10-08,Strong,Pleasant,Very Low,5
"kimbo ",Pall Mall,Straights,Unfiltered,2011-10-11,Medium,Pleasant,Low,4
deejayunknown123,Marlboro,Lights,Regular,2011-10-11,Weak,Tolerable,Very High,2
Blackened_Empire,Camel,Turkish Gold,Regular,2011-10-12,Medium,Very Pleasant,Fair,5
ROBJONES1967,Pall Mall,Full Flavor,100s,2011-10-13,Strong,Very Pleasant,Fair,5
motleydan1,Camel,Turkish Royal,Regular,2011-10-14,Weak,Pleasant,High,3
motleydan1,Camel,Wides Filters,Regular,2011-10-14,Medium,Pleasant,High,4
Sgt.Pepper,Marlboro,Reds,100s,2011-10-14,Strong,Pleasant,Very High,3
stephanie white,KOOL,XL Green,Regular,2011-10-15,Strong,Very Pleasant,High,5
chipperdipper,American Spirit,Perique,Regular,2011-10-15,Strong,Poor,Very High,2
chipperdipper,Djarum,Black,Regular,2011-10-15,Strong,Very Poor,High,1
chipperdipper,American Spirit,Organic,Regular,2011-10-15,Medium,Pleasant,Very High,4
alexisia b.peevy,Newport,Non-Menthol,100s,2011-10-18,Medium,Pleasant,Fair,5
trevor77,L&M,Full Flavor,Regular,2011-10-20,Medium,Very Pleasant,Fair,4
PuffPuffPassOut,Camel,Filters Full Flavor,Regular,2011-10-21,Medium,Pleasant,High,3
Lotus1990,Marlboro,Menthol Lights,Regular,2011-10-24,Medium,Very Pleasant,Fair,5
mcgee3998,Pall Mall,Ultra Lights (Orange),100s,2011-10-25,Weak,Pleasant,Low,4
mcgee3998,Pall Mall,Ultra Lights (Orange),100s,2011-10-25,Weak,Pleasant,Low,4
mcgee3998,Pall Mall,Ultra Lights (Orange),100s,2011-10-25,Weak,Pleasant,Low,4
mcgee3998,Pall Mall,Ultra Lights (Orange),100s,2011-10-25,Weak,Pleasant,Low,4
mcgee3998,Pall Mall,Ultra Lights (Orange),100s,2011-10-25,Weak,Pleasant,Low,5
smkreds,L&M,Full Flavor,100s,2011-10-26,Strong,Very Pleasant,Low,5
motleydan1,Pall Mall,Straights,Unfiltered,2011-10-29,Strong,Pleasant,Very High,4
chipperdipper,Nat Sherman,Hint of Mint,Menthol,2011-10-31,Very Weak,Very Poor,Very High,1
Cessnapilot,L&M,Full Flavor,Regular,2011-11-01,Medium,Very Pleasant,Very Low,4
Cessnapilot,Lucky Strike,Filters,Regular,2011-11-01,Strong,Pleasant,Fair,5
expensivefetish2,Nat Sherman,Hint of Mint,Menthol,2011-11-01,Medium,Pleasant,High,3
Cessnapilot,Marlboro,Lights,Regular,2011-11-01,Very Weak,Pleasant,Very High,3
LoneStarSmokes,Camel,Crush,Regular,2011-11-01,Medium,Pleasant,Fair,4
shipma2,Camel,Full Flavor,Unfiltered,2011-11-03,Very Strong,Pleasant,Very High,5
mangsteen5,Marlboro,Reds,Regular,2011-11-04,Strong,Very Pleasant,Fair,5
djkeaton,Benson and Hedges,Gold,Regular,2011-11-05,Medium,Very Pleasant,Very High,5
djkeaton,Benson and Hedges,Gold,Regular,2011-11-05,Medium,Very Pleasant,Very High,5
deejayunknown123,Parliament,Full Flavor,Regular,2011-11-09,Strong,Pleasant,Very High,3
deejayunknown123,Pall Mall,Reds,Regular,2011-11-09,Medium,Tolerable,Low,3
RainMan100,Pall Mall,Reds,Regular,2011-11-10,Strong,Pleasant,Fair,4
RainMan100,305's,Full Flavor,Regular,2011-11-10,Medium,Poor,Fair,2
RainMan100,Pall Mall,Lights (Blue),Regular,2011-11-10,Weak,Tolerable,Fair,3
RainMan100,Pall Mall,Lights (Blue),Regular,2011-11-10,Weak,Tolerable,Fair,3
RainMan100,L&M,Full Flavor,Regular,2011-11-10,Strong,Poor,Fair,3
RainMan100,Camel,Filters Full Flavor,Regular,2011-11-10,Strong,Very Pleasant,High,4
RainMan100,Marlboro,Smooth Menthol,Regular,2011-11-12,Strong,Very Pleasant,High,4
expensivefetish2,Nat Sherman,Classic,Regular,2011-11-12,Strong,Pleasant,High,4
mamachelle3680,Marlboro,72's,Regular,2011-11-12,Strong,Very Pleasant,Fair,4
lroberry1,Marlboro,Lights,100s,2011-11-12,Medium,Very Pleasant,High,5
Sgt.Pepper,Camel,Full Flavor,Unfiltered,2011-11-12,Strong,Very Pleasant,High,5
tbird_icet58,Camel,Crush (Bold),Regular,2011-11-14,Medium,Very Pleasant,Fair,4
Taiwany,Camel,Crush (Bold),Regular,2011-11-15,Medium,Very Pleasant,Fair,4
ai,Nat Sherman,Hint of Mint,Menthol,2011-11-16,Medium,Tolerable,Very High,2
jamiesgirl8873,Pall Mall,Full Flavor,100s,2011-11-16,Strong,Pleasant,Fair,4
rossgoss,Marlboro,Menthol,100s,2011-11-16,Strong,Very Pleasant,High,5
PallMallMan2,Pall Mall,Straights,Unfiltered,2011-11-21,Strong,Very Pleasant,High,5
RainMan100,Parliament,Full Flavor,Regular,2011-11-22,Very Strong,Pleasant,High,4
cfdff92,Camel,Filters Full Flavor,Regular,2011-11-22,Strong,Pleasant,High,4
cfdff92,Marlboro,Reds,Regular,2011-11-22,Strong,Tolerable,High,3
cfdff92,Lucky Strike,Classic,Unfiltered,2011-11-22,Very Strong,Very Pleasant,Very High,4
RainMan100,Benson and Hedges,Menthol,100s,2011-11-25,Weak,Very Pleasant,Very High,5
RainMan100,American Spirit,Perique,Regular,2011-11-25,Very Strong,Pleasant,Very High,4
RainMan100,American Spirit,Perique,Regular,2011-11-25,Very Strong,Pleasant,Very High,4
BIZBH,305's,Full Flavor,100s,2011-11-26,Strong,Very Pleasant,High,5
PuffPuffPassOut,Marlboro,Reds,Regular,2011-11-26,Weak,Very Pleasant,High,4
lordlynightshade,Djarum,Black,Regular,2011-11-28,Medium,Very Pleasant,High,4
lordlynightshade,Djarum,Specials,Regular,2011-11-28,Strong,Pleasant,High,4
lordlynightshade,Camel,Turkish Silver,Regular,2011-11-28,Weak,Pleasant,Fair,3
keeton,Salem,Green Label Full Flavor,Regular,2011-11-30,Very Strong,Very Pleasant,Very High,5
Luckylover,Marlboro,Reds,Regular,2011-12-03,Strong,Very Pleasant,Very Low,5
undertaker,Maverick,Menthol (Silver),100s,2011-12-06,Medium,Very Pleasant,Low,5
delagado54,Benson and Hedges,Menthol,100s,2011-12-06,Strong,Very Pleasant,Fair,5
Oldsmoke,Pall Mall,Ultra Lights (Orange),100s,2011-12-08,Medium,Pleasant,Fair,5
DottieICL,Camel,Signature Blend Frost,Regular,2011-12-11,Medium,Very Pleasant,Fair,5
brownbag40,American Spirit,Ultra Lights,Regular,2011-12-14,Weak,Pleasant,Fair,5
jroske88,Marlboro,Special Blend (Black),Regular,2011-12-14,Strong,Very Pleasant,Low,5
emowill424,Marlboro,Menthol,Regular,2011-12-15,Medium,Very Pleasant,High,5
deathbrand92,Marlboro,Reds,100s,2011-12-18,Very Strong,Pleasant,Fair,5
cig550,Pall Mall,Lights (Blue),100s,2011-12-18,Weak,Pleasant,Fair,4
musicinpink,Virginia Slims,Luxury Lights,120s,2011-12-18,Very Weak,Pleasant,Fair,3
deathbrand92,Camel,Crush,Regular,2011-12-18,Medium,Very Pleasant,Low,5
musicinpink,Parliament,Full Flavor,Regular,2011-12-18,Very Strong,Pleasant,Fair,1
meh,American Spirit,Full Flavor,Regular,2011-12-18,Medium,Very Pleasant,Very High,5
abc_ger,American Spirit,Mediums,Regular,2011-12-19,Strong,Very Pleasant,High,5
chipperdipper,American Spirit,Menthol Lights,Regular,2011-12-19,Weak,Pleasant,High,4
abc_ger,Camel,Crush (Bold),Regular,2011-12-19,Very Strong,Pleasant,Fair,5
abc_ger,Marlboro,Skyline Menthol,Regular,2011-12-19,Medium,Very Pleasant,Fair,4
chipperdipper,American Spirit,Mediums,Regular,2011-12-19,Medium,Pleasant,High,4
Vulpes_Inculta,Camel,Crush (Bold),Regular,2011-12-22,Very Strong,Poor,Fair,2
Vulpes_Inculta,Camel,Lights,Regular,2011-12-22,Strong,Pleasant,Fair,4
Vulpes_Inculta,Marlboro,Menthol Lights,Regular,2011-12-22,Weak,Pleasant,High,5
Vulpes_Inculta,Marlboro,Menthol,Regular,2011-12-22,Medium,Pleasant,Fair,4
purol_alex,American Spirit,Menthol,Regular,2011-12-22,Very Strong,Pleasant,Very High,5
Vulpes_Inculta,Camel,Crush,Regular,2011-12-22,Medium,Tolerable,Fair,3
Vulpes_Inculta,Marlboro,Virginia Blend,Regular,2011-12-22,Strong,Poor,High,3
pmilander,Marlboro,Black Menthol,Regular,2011-12-22,Strong,Very Pleasant,Fair,4
Vulpes_Inculta,Marlboro,Reds,Regular,2011-12-22,Very Strong,Tolerable,High,2
Vulpes_Inculta,L&M,Full Flavor,Regular,2011-12-22,Strong,Tolerable,Low,3
Vulpes_Inculta,Camel,Wides Filters,Regular,2011-12-22,Medium,Pleasant,Fair,4
singlenoblegirl,Maverick,Menthol (Silver),100s,2011-12-22,Medium,Pleasant,Low,4
Vulpes_Inculta,Pall Mall,Menthol,Regular,2011-12-22,Strong,Very Poor,Low,1
Vulpes_Inculta,Camel,No. 9,Regular,2011-12-22,Very Weak,Poor,High,2
Vulpes_Inculta,Pall Mall,Reds,Regular,2011-12-22,Weak,Poor,Low,1
pmilander,American Spirit,Menthol,Regular,2011-12-23,Strong,Pleasant,High,4
mary shaak,L&M,Menthol,100s,2011-12-23,Medium,Very Pleasant,Fair,5
motleydan1,USA Gold,Full Flavor,Regular,2011-12-24,Strong,Poor,High,1
metalrob72,Marlboro,Skyline Menthol,Regular,2011-12-25,Medium,Pleasant,Fair,4
metalrob72,Marlboro,Black Menthol,Regular,2011-12-25,Strong,Pleasant,Fair,4
Tisha,Pyramid,Full Flavor,100s,2011-12-25,Strong,Very Pleasant,Low,5
pmilander,Lucky Strike,Classic,Unfiltered,2011-12-26,Very Strong,Very Pleasant,High,5
renae11,Sonoma,Full Flavor,Regular,2011-12-27,Strong,Pleasant,Low,5
blecchi,Pall Mall,Reds,Regular,2011-12-28,Weak,Poor,Low,3
Shannon T/P,Marlboro,Special Blend Red,Regular,2011-12-28,Strong,Very Pleasant,Fair,5
pmilander,Pall Mall,Straights,Unfiltered,2011-12-28,Strong,Very Pleasant,Very High,5
blecchi,Marlboro,Reds,Regular,2011-12-28,Strong,Pleasant,Fair,4
PallMallMan2,Lucky Strike,Classic,Unfiltered,2011-12-28,Very Strong,Very Pleasant,High,5
blecchi,Marlboro,Menthol,Regular,2011-12-28,Strong,Very Pleasant,Fair,5
pubeydubes,Marlboro,Blend No. 27,Regular,2011-12-30,Medium,Pleasant,Fair,4
0309123,Marlboro,Special Blend (Black),Regular,2011-12-30,Strong,Very Pleasant,High,4
KirkeyTurkey,Marlboro,Menthol Lights,Regular,2011-12-30,Medium,Tolerable,Fair,3
KirkeyTurkey,Marlboro,Reds,Regular,2011-12-30,Strong,Very Pleasant,High,4
pmilander,Pall Mall,Full Flavor,100s,2012-01-01,Strong,Pleasant,Low,4
pubeydubes,Marlboro,Special Blend Gold Lights,Regular,2012-01-01,Weak,Pleasant,Low,3
ai,Marlboro,Black Menthol,Regular,2012-01-02,Strong,Very Pleasant,Fair,5
debra72,Marlboro,Black Menthol,Regular,2012-01-02,Medium,Very Pleasant,High,5
abc_ger,Nat Sherman,Hint of Mint,Menthol,2012-01-03,Medium,Very Pleasant,High,4
pmilander,Marlboro,Menthol,100s,2012-01-03,Strong,Pleasant,Fair,4
pmilander,Newport,Menthol,100s,2012-01-04,Strong,Tolerable,Very High,3
pmilander,Camel,Full Flavor,Unfiltered,2012-01-05,Strong,Very Pleasant,Very High,4
astraltears,Camel,Reds,Regular,2012-01-08,Very Strong,Tolerable,High,3
astraltears,Pall Mall,Full Flavor,100s,2012-01-08,Strong,Tolerable,Fair,2
astraltears,L&M,Full Flavor,Regular,2012-01-08,Strong,Tolerable,Low,3
astraltears,Pyramid,Full Flavor,Regular,2012-01-08,Strong,Very Poor,Low,1
cokers4,Pall Mall,Full Flavor,100s,2012-01-09,Medium,Tolerable,High,1
dman20,Marlboro,Blend No. 27,Regular,2012-01-10,Medium,Tolerable,High,3
dman20,Basic,Full Flavor,Regular,2012-01-10,Strong,Tolerable,High,3
pmilander,L&M,Full Flavor,Regular,2012-01-10,Medium,Tolerable,Low,3
dman20,American Spirit,Lights,Regular,2012-01-10,Strong,Very Pleasant,Very High,5
julioeddie,Camel,Filters Full Flavor,Regular,2012-01-10,Medium,Very Pleasant,Fair,5
dman20,L&M,Full Flavor,Regular,2012-01-10,Medium,Pleasant,Fair,4
dman20,Camel,Menthol (Silver),Regular,2012-01-10,Weak,Poor,High,2
dman20,Camel,Filters Full Flavor,Regular,2012-01-10,Strong,Poor,High,2
dman20,Marlboro,Blend No. 54 Menthol,100s,2012-01-10,Medium,Tolerable,High,3
dman20,Camel,Menthol (Cool Burst Green),Regular,2012-01-10,Medium,Very Pleasant,Fair,4
dman20,Marlboro,Full Flavor,Regular,2012-01-10,Strong,Tolerable,High,3
dman20,Marlboro,Skyline Menthol,Regular,2012-01-10,Medium,Very Pleasant,Fair,4
dman20,Camel,Lights,Regular,2012-01-10,Medium,Tolerable,High,3
dman20,Camel,Crush,Regular,2012-01-10,Medium,Tolerable,Fair,2
dman20,American Spirit,Menthol Lights,Regular,2012-01-10,Medium,Pleasant,Very High,4
dman20,L&M,Lights,Regular,2012-01-10,Weak,Tolerable,Fair,3
dman20,Pall Mall,Reds,Regular,2012-01-10,Strong,Pleasant,Fair,4
dman20,Camel,Wides Filters,Regular,2012-01-10,Strong,Tolerable,High,3
dman20,American Spirit,Menthol,Regular,2012-01-10,Strong,Very Pleasant,Very High,5
dman20,Marlboro,Special Blend (Black),Regular,2012-01-10,Medium,Pleasant,Fair,4
pmilander,KOOL,Menthol,Regular,2012-01-10,Strong,Pleasant,Fair,4
dman20,Marlboro,Lights,Regular,2012-01-10,Weak,Tolerable,High,3
toddfowler123,Marlboro,Black Menthol,Regular,2012-01-12,Very Strong,Poor,Fair,2
ianus,Winston,Lights,Regular,2012-01-12,Medium,Pleasant,Low,4
potatohead,Camel,Filters Full Flavor,Regular,2012-01-14,Strong,Pleasant,Fair,4
comish9956,Virginia Slims,Full Flavor,100s,2012-01-14,Medium,Very Pleasant,Very High,3
KirkeyTurkey,Camel,Turkish Royal,Regular,2012-01-14,Strong,Very Pleasant,Fair,5
PetSemetary,L&M,Lights,Regular,2012-01-15,Medium,Poor,Fair,2
PetSemetary,Marlboro,Reds,Regular,2012-01-15,Strong,Pleasant,High,4
Doraches,Maverick,Menthol (Silver),100s,2012-01-16,Strong,Pleasant,Fair,4
Luckylover,Camel,Full Flavor,Unfiltered,2012-01-17,Very Strong,Very Pleasant,High,5
VSprincess,Virginia Slims,Menthol,100s,2012-01-17,Strong,Very Pleasant,High,5
andwea,Marlboro,Special Blend (Black),Regular,2012-01-18,Medium,Pleasant,Fair,5
Vincehelp,Winston,Full Flavor,Regular,2012-01-19,Strong,Very Pleasant,Fair,5
Vincehelp,Marlboro,Full Flavor,Regular,2012-01-19,Very Strong,Tolerable,Very High,3
Vincehelp,Pall Mall,Reds,Regular,2012-01-19,Strong,Tolerable,Low,4
Vincehelp,Pall Mall,Menthol,Regular,2012-01-19,Strong,Very Poor,Very Low,2
narcissisticguy,Marlboro,Blend No. 54 Menthol,100s,2012-01-21,Strong,Tolerable,Low,3
BubbaMan,Newport,Menthol,100s,2012-01-22,Medium,Tolerable,Low,3
BubbaMan,American Spirit,Perique,Regular,2012-01-22,Strong,Very Pleasant,High,5
BubbaMan,Camel,Crush,Regular,2012-01-22,Weak,Pleasant,Fair,4
kunal500,USA Gold,Full Flavor,Regular,2012-01-23,Medium,Poor,Fair,2
dennis sutton,L&M,Full Flavor,Regular,2012-01-23,Medium,Pleasant,Fair,4
Tob229,Pall Mall,Lights (Blue),100s,2012-01-24,Medium,Pleasant,Fair,4
nathanf,Camel,Turkish Royal,Regular,2012-01-24,Strong,Very Pleasant,Fair,5
Luckylover,Camel,Filters Full Flavor,Regular,2012-01-24,Strong,Pleasant,Very Low,5
mike white,Sonoma,Full Flavor,Regular,2012-01-24,Strong,Very Pleasant,Low,5
nathanf,Marlboro,Blend No. 27,Regular,2012-01-24,Medium,Very Pleasant,Fair,5
cassycook20,Pyramid,Full Flavor,100s,2012-01-25,Medium,Pleasant,Low,4
Taz7861,Pall Mall,Lights (Blue),100s,2012-01-25,Weak,Tolerable,Low,3
Taz7861,Winston,Lights,Regular,2012-01-25,Medium,Tolerable,Fair,3
davboz,American Spirit,Full Flavor,Unfiltered,2012-01-26,Strong,Very Pleasant,Fair,5
BBR_25,Pall Mall,Full Flavor,Regular,2012-01-28,Medium,Pleasant,Low,5
R0s1esSm0kes,Pyramid,Full Flavor,100s,2012-01-28,Strong,Pleasant,Fair,4
Christina70,Marlboro,Special Blend Gold Lights,Regular,2012-01-30,Medium,Very Pleasant,Fair,5
nitemare456,Maverick,Menthol (Silver),100s,2012-02-03,Medium,Very Pleasant,Fair,4
mandysutton,Newport,Menthol,100s,2012-02-03,Strong,Pleasant,High,5
punter31,Pall Mall,Menthol,100s,2012-02-06,Strong,Very Pleasant,Fair,5
Mirags,Camel,Menthol (Cool Burst Green),Regular,2012-02-08,Medium,Very Pleasant,Low,5
krayzeelove,Marlboro,Black Menthol,Regular,2012-02-08,Medium,Pleasant,Low,4
MistaGuvna,Newport,Full Flavor,100s,2012-02-09,Weak,Pleasant,Fair,4
MistaGuvna,Benson and Hedges,Menthol,100s,2012-02-09,Medium,Very Pleasant,High,5
Mentholking354,Camel,Crush (Bold),Regular,2012-02-09,Strong,Very Pleasant,Low,5
MistaGuvna,Camel,Crush (Bold),Regular,2012-02-09,Medium,Pleasant,Very Low,4
Tgmhc,Camel,Lights,Regular,2012-02-14,Medium,Pleasant,Fair,4
Tgmhc,Camel,Crush,Regular,2012-02-14,Strong,Pleasant,Fair,4
Tgmhc,Marlboro,Lights,Regular,2012-02-14,Weak,Tolerable,Low,3
Tgmhc,Camel,Filters Full Flavor,Regular,2012-02-14,Strong,Pleasant,Fair,4
Tgmhc,Camel,Filters Full Flavor,Regular,2012-02-14,Strong,Pleasant,Fair,4
Tgmhc,Camel,Filters Full Flavor,Regular,2012-02-14,Strong,Pleasant,Fair,4
bjb69_69,Pall Mall,Lights (Blue),100s,2012-02-15,Strong,Pleasant,Fair,5
Tgmhc,Marlboro,Medium,Regular,2012-02-15,Medium,Tolerable,Low,3
Brewski,Marlboro,Full Flavor,Regular,2012-02-16,Very Strong,Pleasant,Very High,4
Brewski,Marlboro,Smooth Menthol,Regular,2012-02-16,Strong,Very Pleasant,High,5
Brewski,Camel,Crush (Bold),Regular,2012-02-19,Strong,Very Pleasant,Fair,5
Smoker_96,Newport,Menthol,100s,2012-02-19,Medium,Very Pleasant,Very High,5
Smoker_96,Marlboro,Menthol,Regular,2012-02-19,Medium,Pleasant,Very High,5
Susie Porter,Marlboro,Menthol,100s,2012-02-20,Strong,Very Pleasant,Fair,5
motleydan1,Marlboro,Special Blend (Black),Regular,2012-02-20,Medium,Poor,Fair,2
marcy.keith,Camel,Signature Blend Infused,Regular,2012-02-24,Medium,Very Pleasant,High,5
brookklly,Newport,Menthol,Regular,2012-02-25,Very Strong,Very Pleasant,Fair,5
Chyna,Pall Mall,Menthol,100s,2012-02-26,Strong,Pleasant,Fair,5
eleabar5,Pall Mall,Ultra Lights (Orange),100s,2012-02-26,Medium,Very Pleasant,Fair,5
RainMan100,Marlboro,Special Blend (Black),Regular,2012-02-26,Strong,Pleasant,Fair,4
Micah,Marlboro,Black Menthol,Regular,2012-02-27,Strong,Very Pleasant,Fair,5
RobmanS42,Marlboro,Skyline Menthol,Regular,2012-02-28,Medium,Very Pleasant,Fair,5
bond007,Marlboro,Reds,Regular,2012-02-29,Strong,Pleasant,Fair,5
Jeremy,Winston,Lights,Regular,2012-03-01,Medium,Pleasant,Fair,4
sahrah120s,Marlboro,Menthol,100s,2012-03-01,Strong,Very Pleasant,Fair,5
Smokey McGee,Pall Mall,Menthol,100s,2012-03-02,Medium,Tolerable,Low,3
broccoli_tea,L&M,Full Flavor,100s,2012-03-02,Medium,Very Poor,Fair,1
selenamagic814,American Spirit,Full Flavor,Regular,2012-03-02,Strong,Tolerable,High,4
Smokey McGee,Camel,Crush,Regular,2012-03-02,Medium,Tolerable,Low,3
selenamagic814,American Spirit,Full Flavor,Unfiltered,2012-03-02,Very Strong,Tolerable,Very High,3
selenamagic814,Marlboro,Smooth Menthol,Regular,2012-03-02,Medium,Very Poor,Fair,2
Classactpuffer,Camel,Wides Filters,Regular,2012-03-05,Weak,Pleasant,Very High,3
Classactpuffer,Salem,Green Label Full Flavor,Regular,2012-03-05,Strong,Very Pleasant,Fair,4
lukeibob,Pall Mall,Reds,Regular,2012-03-06,Medium,Pleasant,Low,4
lukeibob,Benson and Hedges,Gold,Regular,2012-03-06,Weak,Pleasant,Very High,5
yazzyyazz805,Marlboro,Reds,100s,2012-03-06,Medium,Very Pleasant,High,5
Nightmare-Rex,Camel,Crush,Regular,2012-03-07,Medium,Poor,High,5
lilah,Marlboro,Lights,100s,2012-03-08,Medium,Very Pleasant,High,5
nightsiren13,Marlboro,Smooth Menthol,Regular,2012-03-08,Medium,Tolerable,Fair,3
nightsiren13,Marlboro,Skyline Menthol,Regular,2012-03-08,Weak,Tolerable,Fair,3
PuffPuffPassOut,Camel,Full Flavor,Unfiltered,2012-03-08,Very Strong,Very Pleasant,High,5
lilah,Marlboro,Lights,100s,2012-03-08,Medium,Very Pleasant,High,5
lilah,Marlboro,Lights,100s,2012-03-08,Medium,Very Pleasant,High,5
nightsiren13,Marlboro,Menthol,Regular,2012-03-08,Weak,Tolerable,Fair,2
Red_Fog,Marlboro,Special Blend (Black),Regular,2012-03-10,Strong,Tolerable,Low,3
"Jarvisville ",American Spirit,Perique,Regular,2012-03-10,Very Strong,Pleasant,Fair,4
"Jarvisville ",American Spirit,Mediums,Regular,2012-03-10,Medium,Pleasant,Fair,4
"Jarvisville ",American Spirit,Organic,Regular,2012-03-10,Strong,Very Pleasant,Very High,5
cartman291,Marlboro,Lights,100s,2012-03-11,Very Weak,Very Poor,High,1
cartman291,American Spirit,Full Flavor,Regular,2012-03-11,Very Strong,Very Pleasant,Very High,5
cartman291,Camel,Filters Full Flavor,Regular,2012-03-11,Strong,Very Pleasant,Fair,5
cartman291,Marlboro,Full Flavor,100s,2012-03-11,Medium,Poor,High,2
cartman291,Newport,Menthol,100s,2012-03-11,Medium,Pleasant,High,4
cartman291,Pall Mall,Full Flavor,Regular,2012-03-11,Medium,Very Pleasant,Low,5
byrd555,Marlboro,Special Blend (Black),Regular,2012-03-11,Weak,Poor,Very High,1
pinkgirl93,Maverick,Menthol (Silver),100s,2012-03-12,Medium,Pleasant,Very Low,4
"Heylookanickel ",Marlboro,Reds,Regular,2012-03-12,Strong,Poor,Fair,1
LiveYourLife,Winston,Lights,Regular,2012-03-13,Strong,Pleasant,High,5
